page,block_id,block_type,bbox,source_image_path,text_pdf_layer,text_ocr_basic,text_ocr_vision,text_merged,normalized_text,has_dimension_signal,has_material_signal,has_structure_signal,rule_likelihood,needs_manual_review,manual_note
182,p182-b01,dimension_note,"{""x"": 132, ""y"": 241, ""w"": 2505, ""h"": 1307}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p182-b01.png,,"省
EE
HA
Eee”
4
Re
<3QOWMHL
STFS
Sou?
OC!
REE
ERIE
*
-
ae
+
HI
YBN
TRE
S
peo
S80
RAS
100m
MAIER
BHR
MERENEH?
yw
Ich
RAP
Pe
Hepa?
4M
B
ay
SE
ELI
VHEAH
IE’
mY
HWUE
Peery
eF°
YEP
SUE’
ENE’
MEUE
LSC
SEORIT
GS.
SQumgoum
Lee:
sou
Miche)
SR<s3000w
Bal
aE
>
<e00MM”
RIA
YOON)’
ARE?
SEM
Cb
Nik
a
I
Ail","郵青出其immOSt ，带寮小用郵tmO＞宽［ 翌*
.mm08至宽好盆内 ：mm08≤需麻好［盖
忙。mmOOr≤需更宽麻封好「海內。用孟皮我好育7：葑好用舌•
•［式干紥安心爆杀尘的。杀尘胡育面中［1开t：朱要莉帮•
。赵蚤还封试需发式自开出其，急开郸封成心爆
t封冠天备。开毛站，自开毛难，自开郸我叵：先式会开•
mmoE\mmOS：*女兄 带衮•
mmOS ： 效C1
•
mmOOES≥ 高。（發中育贩
心）麩批共两需，tBmmOaA＜更宽，mm00z≥宽「i鼠单：佛郧七兄•
1 平 翌\ 1暴汁","省
EE
HA
Eee”
4
Re
<3QOWMHL
STFS
Sou?
OC!
REE
ERIE
*
-
ae
+
HI
YBN
TRE
S
peo
S80
RAS
100m
MAIER
BHR
MERENEH?
yw
Ich
RAP
Pe
Hepa?
4M
B
ay
SE
ELI
VHEAH
IE’
mY
HWUE
Peery
eF°
YEP
SUE’
ENE’
MEUE
LSC
SEORIT
GS.
SQumgoum
Lee:
sou
Miche)
SR<s3000w
Bal
aE
>
<e00MM”
RIA
YOON)’
ARE?
SEM
Cb
Nik
a
I
Ail
郵青出其immOSt ，带寮小用郵tmO＞宽［ 翌*
.mm08至宽好盆内 ：mm08≤需麻好［盖
忙。mmOOr≤需更宽麻封好「海內。用孟皮我好育7：葑好用舌•
•［式干紥安心爆杀尘的。杀尘胡育面中［1开t：朱要莉帮•
。赵蚤还封试需发式自开出其，急开郸封成心爆
t封冠天备。开毛站，自开毛难，自开郸我叵：先式会开•
mmoE\mmOS：*女兄 带衮•
mmOS ： 效C1
•
mmOOES≥ 高。（發中育贩
心）麩批共两需，tBmmOaA＜更宽，mm00z≥宽「i鼠单：佛郧七兄•
1 平 翌\ 1暴汁","省
EE
HA
Eee”
4
Re
<3QOWMHL
STFS
Sou?
OC!
REE
ERIE
*
-
ae
+
HI
YBN
TRE
S
peo
S80
RAS
100m
MAIER
BHR
MERENEH?
yw
Ich
RAP
Pe
Hepa?
4M
B
ay
SE
ELI
VHEAH
IE’
mY
HWUE
Peery
eF°
YEP
SUE’
ENE’
MEUE
LSC
SEORIT
GS.
SQumgoum
Lee:
sou
Miche)
SR<s3000w
Bal
aE
>
<e00MM”
RIA
YOON)’
ARE?
SEM
Cb
Nik
a
I
Ail
郵青出其immOSt ，带寮小用郵tmO＞宽［ 翌*
.mm08至宽好盆内 ：mm08≤需麻好［盖
忙。mmOOr≤需更宽麻封好「海內。用孟皮我好育7：葑好用舌•
•［式干紥安心爆杀尘的。杀尘胡育面中［1开t：朱要莉帮•
。赵蚤还封试需发式自开出其，急开郸封成心爆
t封冠天备。开毛站，自开毛难，自开郸我叵：先式会开•
mmoE\mmOS：*女兄 带衮•
mmOS ： 效C1
•
mmOOES≥ 高。（發中育贩
心）麩批共两需，tBmmOaA＜更宽，mm00z≥宽「i鼠单：佛郧七兄•
1 平 翌\ 1暴汁",True,False,False,0.36,False,
182,p182-b02,body_text,"{""x"": 222, ""y"": 268, ""w"": 507, ""h"": 65}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p182-b02.png,,"4
Hwee
FG
30um",mmoet兄籤，带寮财常用,"4
Hwee
FG
30um
mmoet兄籤，带寮财常用","4
Hwee
FG
30um
mmoet兄籤，带寮财常用",False,False,False,0.08,False,
183,p183-b01,dimension_note,"{""x"": 155, ""y"": 132, ""w"": 1799, ""h"": 1422}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p183-b01.png,,"Sp
*
Is
AR
Se
TREES
2
JEM
Seow
som
1oquu?
WH
WERE?
MA)
IRAE
ap
HATS
Ea
ES
whi
eS
eM
<ou
YAY
Ball
JSS
RMSE
Shwe
BVeaAw
|
aR
ae
ah
BLM
aS
hes
RY
4
ills
Be’
344)
hE
Hae!
DP
MY
SHS
REM
ELI
SE
HUE
PY
YE
Meee
HEV
see’
(EME?
LSS
WEY
AF
it}
BEIBIFIG
SO0uuN30uu
Ii
i
Nt
I
A
‖
'
LXE
SQum
hae
\
H<S300um
‘4
出
K
<-e0wm’
yRHEe
GARSeT!
BEI
BMR>voowmy.’
Zw
由
SSE
|,
ee
NSE
Rl
ins
IFAS!","mm08心至宽好報盆进内：m08≤需麻好「盖
心。mmOOr≤需宽麻好「內。用發好育祀：葑好用•
ommd≥善登直侧两本式圆然达胡坚哉
对平带女单、对［齡中带：圆全成彩虫，圆代社比坚哉終述［
类达向裂；女风代暗面平去赫中形图需。类达代暗长货回，胡
长货。［式干菜安心爆杀尘司，杀尘司育中［1开坏：笨要来帮•
。玫蚤还主林需怎文自开出其，自开
郸封此心爆t淋还备天。自开毛难，自开郸鉗叵：怎自开•
mmOE\mmOS：七兄 带窄•
mmOS ： 效［•
mmO0ES≥
高，麩批共两需，tmmOaA＜妻宽。mm00a≥宽［i家单：峨七只•
［i述向翌","Sp
*
Is
AR
Se
TREES
2
JEM
Seow
som
1oquu?
WH
WERE?
MA)
IRAE
ap
HATS
Ea
ES
whi
eS
eM
<ou
YAY
Ball
JSS
RMSE
Shwe
BVeaAw
|
aR
ae
ah
BLM
aS
hes
RY
4
ills
Be’
344)
hE
Hae!
DP
MY
SHS
REM
ELI
SE
HUE
PY
YE
Meee
HEV
see’
(EME?
LSS
WEY
AF
it}
BEIBIFIG
SO0uuN30uu
Ii
i
Nt
I
A
‖
'
LXE
SQum
hae
\
H<S300um
‘4
出
K
<-e0wm’
yRHEe
GARSeT!
BEI
BMR>voowmy.’
Zw
由
SSE
|,
ee
NSE
Rl
ins
IFAS!
mm08心至宽好報盆进内：m08≤需麻好「盖
心。mmOOr≤需宽麻好「內。用發好育祀：葑好用•
ommd≥善登直侧两本式圆然达胡坚哉
对平带女单、对［齡中带：圆全成彩虫，圆代社比坚哉終述［
类达向裂；女风代暗面平去赫中形图需。类达代暗长货回，胡
长货。［式干菜安心爆杀尘司，杀尘司育中［1开坏：笨要来帮•
。玫蚤还主林需怎文自开出其，自开
郸封此心爆t淋还备天。自开毛难，自开郸鉗叵：怎自开•
mmOE\mmOS：七兄 带窄•
mmOS ： 效［•
mmO0ES≥
高，麩批共两需，tmmOaA＜妻宽。mm00a≥宽［i家单：峨七只•
［i述向翌","Sp
*
Is
AR
Se
TREES
2
JEM
Seow
som
1oquu?
WH
WERE?
MA)
IRAE
ap
HATS
Ea
ES
whi
eS
eM
<ou
YAY
Ball
JSS
RMSE
Shwe
BVeaAw
|
aR
ae
ah
BLM
aS
hes
RY
4
ills
Be’
344)
hE
Hae!
DP
MY
SHS
REM
ELI
SE
HUE
PY
YE
Meee
HEV
see’
(EME?
LSS
WEY
AF
it}
BEIBIFIG
SO0uuN30uu
Ii
i
Nt
I
A
‖
'
LXE
SQum
hae
\
H<S300um
‘4
出
K
<-e0wm’
yRHEe
GARSeT!
BEI
BMR>voowmy.’
Zw
由
SSE
|,
ee
NSE
Rl
ins
IFAS!
mm08心至宽好報盆进内：m08≤需麻好「盖
心。mmOOr≤需宽麻好「內。用發好育祀：葑好用•
ommd≥善登直侧两本式圆然达胡坚哉
对平带女单、对［齡中带：圆全成彩虫，圆代社比坚哉終述［
类达向裂；女风代暗面平去赫中形图需。类达代暗长货回，胡
长货。［式干菜安心爆杀尘司，杀尘司育中［1开坏：笨要来帮•
。玫蚤还主林需怎文自开出其，自开
郸封此心爆t淋还备天。自开毛难，自开郸鉗叵：怎自开•
mmOE\mmOS：七兄 带窄•
mmOS ： 效［•
mmO0ES≥
高，麩批共两需，tmmOaA＜妻宽。mm00a≥宽［i家单：峨七只•
［i述向翌",True,False,False,0.36,False,
183,p183-b02,dimension_note,"{""x"": 2147, ""y"": 356, ""w"": 566, ""h"": 465}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p183-b02.png,,"BX
t
Wy
LOBE
THEE
ad
K
Ret
AEH
ESI
Seem
=
as
ACB
OE
A
4
BRS
190""
Be
av)
al
ee
Se
F
h-
PS
bee
1
Secheel
ES
bas!
<
>
+","。小最直善邙出，部楼鐾帕OI
事坚当平，胡十货
immd≥围善，姜
式，胡坚敬 平育带一中
其小两。中带","BX
t
Wy
LOBE
THEE
ad
K
Ret
AEH
ESI
Seem
=
as
ACB
OE
A
4
BRS
190""
Be
av)
al
ee
Se
F
h-
PS
bee
1
Secheel
ES
bas!
<
>
+
。小最直善邙出，部楼鐾帕OI
事坚当平，胡十货
immd≥围善，姜
式，胡坚敬 平育带一中
其小两。中带","BX
t
Wy
LOBE
THEE
ad
K
Ret
AEH
ESI
Seem
=
as
ACB
OE
A
4
BRS
190""
Be
av)
al
ee
Se
F
h-
PS
bee
1
Secheel
ES
bas!
<
>
+
。小最直善邙出，部楼鐾帕OI
事坚当平，胡十货
immd≥围善，姜
式，胡坚敬 平育带一中
其小两。中带",True,False,False,0.36,False,
183,p183-b03,body_text,"{""x"": 1713, ""y"": 855, ""w"": 244, ""h"": 155}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p183-b03.png,,"iN
WM
|",,"iN
WM
|","iN
WM
|",False,False,False,0.0,False,
183,p183-b04,body_text,"{""x"": 2210, ""y"": 1038, ""w"": 465, ""h"": 155}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p183-b04.png,,"8)
MERE!
$C
lee
1S
-
HAAS
Row
Uy
WYSE
Ete","。鍌郾头财［躰叵
，mme此領一劲半原圆，台
登半原圆，圆全影或","8)
MERE!
$C
lee
1S
-
HAAS
Row
Uy
WYSE
Ete
。鍌郾头财［躰叵
，mme此領一劲半原圆，台
登半原圆，圆全影或","8)
MERE!
$C
lee
1S
-
HAAS
Row
Uy
WYSE
Ete
。鍌郾头财［躰叵
，mme此領一劲半原圆，台
登半原圆，圆全影或",False,False,False,0.08,False,
184,p184-b01,table_region,"{""x"": 130, ""y"": 357, ""w"": 1844, ""h"": 1016}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p184-b01.png,,"Ss
SOU?
REEEW
PEAT
IES
BHM
MWERENIEH?
MN
ay
ez]
17H
198)
HERES
|
ewe”
ve-
REAR’
RES
low’
RYE
(ELE
Blues
USE?
Ne
BL
REY
es
KA”
Be
1
Se
VM
SES
ge
i)
WARE
HEYA
SUE’
KEV’
WEE?
Al
1]
4B
PBI
44'
300m
LS
Sou
CRASS
IE)
lee’
QUE
ERS
AER
YE
<Q
<aoowm
<e00wm’
GAR!
VL
IER
BV
PL
RE
200W<
BVPI
TREN
a
WDA
Fee
ee
S|","。楚郾宽或［门1
胗时下，mmOT-2A比 高白留，白留面平育不土效T1：朱要表甜•
。主货只青
.胡莲热典两成财［1。白开毛站、白开毛难，自开郸封叵：左式息开•
mmoe：七兄带寮•
mmOS：效［•
m00≥高「 ，醍向 类随哉瓶小京m0≥","Ss
SOU?
REEEW
PEAT
IES
BHM
MWERENIEH?
MN
ay
ez]
17H
198)
HERES
|
ewe”
ve-
REAR’
RES
low’
RYE
(ELE
Blues
USE?
Ne
BL
REY
es
KA”
Be
1
Se
VM
SES
ge
i)
WARE
HEYA
SUE’
KEV’
WEE?
Al
1]
4B
PBI
44'
300m
LS
Sou
CRASS
IE)
lee’
QUE
ERS
AER
YE
<Q
<aoowm
<e00wm’
GAR!
VL
IER
BV
PL
RE
200W<
BVPI
TREN
a
WDA
Fee
ee
S|
。楚郾宽或［门1
胗时下，mmOT-2A比 高白留，白留面平育不土效T1：朱要表甜•
。主货只青
.胡莲热典两成财［1。白开毛站、白开毛难，自开郸封叵：左式息开•
mmoe：七兄带寮•
mmOS：效［•
m00≥高「 ，醍向 类随哉瓶小京m0≥","Ss
SOU?
REEEW
PEAT
IES
BHM
MWERENIEH?
MN
ay
ez]
17H
198)
HERES
|
ewe”
ve-
REAR’
RES
low’
RYE
(ELE
Blues
USE?
Ne
BL
REY
es
KA”
Be
1
Se
VM
SES
ge
i)
WARE
HEYA
SUE’
KEV’
WEE?
Al
1]
4B
PBI
44'
300m
LS
Sou
CRASS
IE)
lee’
QUE
ERS
AER
YE
<Q
<aoowm
<e00wm’
GAR!
VL
IER
BV
PL
RE
200W<
BVPI
TREN
a
WDA
Fee
ee
S|
。楚郾宽或［门1
胗时下，mmOT-2A比 高白留，白留面平育不土效T1：朱要表甜•
。主货只青
.胡莲热典两成财［1。白开毛站、白开毛难，自开郸封叵：左式息开•
mmoe：七兄带寮•
mmOS：效［•
m00≥高「 ，醍向 类随哉瓶小京m0≥",True,False,False,0.36,False,
184,p184-b02,dimension_note,"{""x"": 729, ""y"": 357, ""w"": 558, ""h"": 151}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p184-b02.png,,"Se
EIT
SERB
SE
peu
100m’",,"Se
EIT
SERB
SE
peu
100m’","Se
EIT
SERB
SE
peu
100m’",True,False,False,0.36,False,
184,p184-b03,body_text,"{""x"": 2153, ""y"": 919, ""w"": 343, ""h"": 357}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p184-b03.png,,"全
nom
Be
1]
ea
\]/
|
v
50
ww",,"全
nom
Be
1]
ea
\]/
|
v
50
ww","全
nom
Be
1]
ea
\]/
|
v
50
ww",False,False,False,0.08,False,
184,p184-b04,dimension_note,"{""x"": 2541, ""y"": 992, ""w"": 126, ""h"": 142}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p184-b04.png,,Ye-Aquu,"mm2=1
mmOT-Z","Ye-Aquu
mm2=1
mmOT-Z","Ye-Aquu
mm2=1
mmOT-Z",True,False,False,0.36,False,
184,p184-b05,body_text,"{""x"": 109, ""y"": 1486, ""w"": 310, ""h"": 67}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p184-b05.png,,lA,［达向斢,"lA
［达向斢","lA
［达向斢",False,False,False,0.0,False,
185,p185-b01,dimension_note,"{""x"": 121, ""y"": 222, ""w"": 1260, ""h"": 1161}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p185-b01.png,,"，
HI
YBN
TRE
S
peo
S80
S100
MRIVENRBS
BH
MERAH?
A
Feel’
coum
Sei
Hae
Bw
sk
FL
>
1
O\3Z20\300\T30\WAO\2I
avy
Meee’
YOY
S30\SAO\31
OW?
MEE
OR?
BLINN
Va
Ie
Hawa:
WRI)
WE
BNR
SHR
Epa
Be
peo’
AIF?
FTE
LIS
Bay
Vie
YF
NIFVEPYLYMEUE’
HERE’
HERBY
BEL
BERIT
3qum
GA
Sou
11ST
SOuu
BEA!
Bw-yoow’
GARE!
SR<s3z00um","mm08尐至宽好 选内 ：m08≤需麻好［盖
心。mmOOr≤需宽麻好「內。用 遊育祀：葑好用•
modr≤浓要或强不土不圆，剛叵不土置立不圆： 斑菜安
去天：火空娄成内 園ommOrE\OTA\OEA\ORE\OEE\OPE\OTS\OES
：登直用页服园，20A附宽［鼠单干小不或［式
社圆，小大郾（出t本鍌 「 登直社圆：苯要芸•
。刭直
圈圆干小不小录。mm0心至强间不土女「离强毛达。土对［1四本
干宝固，中周置立毛达，乌开毛达成发式会开坚［i效：怎式点开•
mmOE\mmOS ：女只 带寮•
mmOs ：廸习效［
•
mmOOES≥ 高，mmOcA≥宽［鼠单： 七兄•","，
HI
YBN
TRE
S
peo
S80
S100
MRIVENRBS
BH
MERAH?
A
Feel’
coum
Sei
Hae
Bw
sk
FL
>
1
O\3Z20\300\T30\WAO\2I
avy
Meee’
YOY
S30\SAO\31
OW?
MEE
OR?
BLINN
Va
Ie
Hawa:
WRI)
WE
BNR
SHR
Epa
Be
peo’
AIF?
FTE
LIS
Bay
Vie
YF
NIFVEPYLYMEUE’
HERE’
HERBY
BEL
BERIT
3qum
GA
Sou
11ST
SOuu
BEA!
Bw-yoow’
GARE!
SR<s3z00um
mm08尐至宽好 选内 ：m08≤需麻好［盖
心。mmOOr≤需宽麻好「內。用 遊育祀：葑好用•
modr≤浓要或强不土不圆，剛叵不土置立不圆： 斑菜安
去天：火空娄成内 園ommOrE\OTA\OEA\ORE\OEE\OPE\OTS\OES
：登直用页服园，20A附宽［鼠单干小不或［式
社圆，小大郾（出t本鍌 「 登直社圆：苯要芸•
。刭直
圈圆干小不小录。mm0心至强间不土女「离强毛达。土对［1四本
干宝固，中周置立毛达，乌开毛达成发式会开坚［i效：怎式点开•
mmOE\mmOS ：女只 带寮•
mmOs ：廸习效［
•
mmOOES≥ 高，mmOcA≥宽［鼠单： 七兄•","，
HI
YBN
TRE
S
peo
S80
S100
MRIVENRBS
BH
MERAH?
A
Feel’
coum
Sei
Hae
Bw
sk
FL
>
1
O\3Z20\300\T30\WAO\2I
avy
Meee’
YOY
S30\SAO\31
OW?
MEE
OR?
BLINN
Va
Ie
Hawa:
WRI)
WE
BNR
SHR
Epa
Be
peo’
AIF?
FTE
LIS
Bay
Vie
YF
NIFVEPYLYMEUE’
HERE’
HERBY
BEL
BERIT
3qum
GA
Sou
11ST
SOuu
BEA!
Bw-yoow’
GARE!
SR<s3z00um
mm08尐至宽好 选内 ：m08≤需麻好［盖
心。mmOOr≤需宽麻好「內。用 遊育祀：葑好用•
modr≤浓要或强不土不圆，剛叵不土置立不圆： 斑菜安
去天：火空娄成内 園ommOrE\OTA\OEA\ORE\OEE\OPE\OTS\OES
：登直用页服园，20A附宽［鼠单干小不或［式
社圆，小大郾（出t本鍌 「 登直社圆：苯要芸•
。刭直
圈圆干小不小录。mm0心至强间不土女「离强毛达。土对［1四本
干宝固，中周置立毛达，乌开毛达成发式会开坚［i效：怎式点开•
mmOE\mmOS ：女只 带寮•
mmOs ：廸习效［
•
mmOOES≥ 高，mmOcA≥宽［鼠单： 七兄•",True,False,False,0.36,False,
185,p185-b02,body_text,"{""x"": 1642, ""y"": 414, ""w"": 989, ""h"": 985}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p185-b02.png,,小,,小,小,False,False,False,0.0,False,
185,p185-b03,body_text,"{""x"": 105, ""y"": 1494, ""w"": 188, ""h"": 67}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p185-b03.png,,Bel),［亮貝,"Bel)
［亮貝","Bel)
［亮貝",False,False,False,0.0,False,
186,p186-b01,body_text,"{""x"": 1567, ""y"": 155, ""w"": 1229, ""h"": 1246}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p186-b01.png,,"4
BSW
i
-
Vy
S|
RSENS","图女兄财 毛站
宝国磁翅文［i武己毛站
0S","4
BSW
i
-
Vy
S|
RSENS
图女兄财 毛站
宝国磁翅文［i武己毛站
0S","4
BSW
i
-
Vy
S|
RSENS
图女兄财 毛站
宝国磁翅文［i武己毛站
0S",False,False,False,0.08,False,
186,p186-b02,dimension_note,"{""x"": 132, ""y"": 490, ""w"": 1199, ""h"": 1058}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p186-b02.png,,"BIT
SWS’
HEUER
430um
TOK!
Sesh”
LS
4
RTF
Sow:
RE
<3QOWMH
EA
*
-
ae
WEE
SOW
Se
ee
TRAE
RES
+
IESE
VEAP
peo
S
eS
loom
BHR
WERE
MX
IER
和
ew
ol
Fe
”说
HR!
ase
Rae
EES
vi
MEWS!
UE
UE’
WEA!
40+S0
BEST
G4?
SO0uuN30uu
1ST
|
Sow
e-vooM’
GARE
Bal
SR<s3z00um
rants!
198","mmO七 ，带窄财常用郵青出其
immost ，带寮小用郵tmmo＞宽［翌*
.mm08尐至宽好報述内：r08≤需林好［盖心
，mmOOr≤需宽麻好［內。用姓義好羽：好用乱•
本式安只，不土紥安何不手述：浓要极部•
0S*OA：七兄手选：自开毛达，自开 封：先开•
mmoE\mmOS：*女兄 带容•
mmOS：更效［
•
mmOoeS≥更高，mmOaA≥宽「i鼠单：峨郧七兄•","BIT
SWS’
HEUER
430um
TOK!
Sesh”
LS
4
RTF
Sow:
RE
<3QOWMH
EA
*
-
ae
WEE
SOW
Se
ee
TRAE
RES
+
IESE
VEAP
peo
S
eS
loom
BHR
WERE
MX
IER
和
ew
ol
Fe
”说
HR!
ase
Rae
EES
vi
MEWS!
UE
UE’
WEA!
40+S0
BEST
G4?
SO0uuN30uu
1ST
|
Sow
e-vooM’
GARE
Bal
SR<s3z00um
rants!
198
mmO七 ，带窄财常用郵青出其
immost ，带寮小用郵tmmo＞宽［翌*
.mm08尐至宽好報述内：r08≤需林好［盖心
，mmOOr≤需宽麻好［內。用姓義好羽：好用乱•
本式安只，不土紥安何不手述：浓要极部•
0S*OA：七兄手选：自开毛达，自开 封：先开•
mmoE\mmOS：*女兄 带容•
mmOS：更效［
•
mmOoeS≥更高，mmOaA≥宽「i鼠单：峨郧七兄•","BIT
SWS’
HEUER
430um
TOK!
Sesh”
LS
4
RTF
Sow:
RE
<3QOWMH
EA
*
-
ae
WEE
SOW
Se
ee
TRAE
RES
+
IESE
VEAP
peo
S
eS
loom
BHR
WERE
MX
IER
和
ew
ol
Fe
”说
HR!
ase
Rae
EES
vi
MEWS!
UE
UE’
WEA!
40+S0
BEST
G4?
SO0uuN30uu
1ST
|
Sow
e-vooM’
GARE
Bal
SR<s3z00um
rants!
198
mmO七 ，带窄财常用郵青出其
immost ，带寮小用郵tmmo＞宽［翌*
.mm08尐至宽好報述内：r08≤需林好［盖心
，mmOOr≤需宽麻好［內。用姓義好羽：好用乱•
本式安只，不土紥安何不手述：浓要极部•
0S*OA：七兄手选：自开毛达，自开 封：先开•
mmoE\mmOS：*女兄 带容•
mmOS：更效［
•
mmOoeS≥更高，mmOaA≥宽「i鼠单：峨郧七兄•",True,False,False,0.36,False,
187,p187-b01,body_text,"{""x"": 1763, ""y"": 180, ""w"": 744, ""h"": 1222}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p187-b01.png,,i,,i,i,False,False,False,0.0,False,
187,p187-b02,dimension_note,"{""x"": 100, ""y"": 636, ""w"": 1327, ""h"": 677}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p187-b02.png,,"辐
塌
:
eel
lelgh*
ele
SHES
SoKee
卫
计
ay
SP
eB
BY
F
80.
BYE
*
HPN
Waly)
ed
Se
VES’
WHEE!
PH
REY
Ul
eels
WEUE*
VERY
slteeue’
LAST
Sou
hye)
BR<sy300um
AE
>
seal
<eoowm’
RIA
YOON)’
6A
RER
I?
SEMA
bMS","•8NOS大录重承辞向瓦个S，紳向瓦个S款安心X［单：绅嘲向瓦•
「1内嫩何只，°081至开叵。 氏意
主需加C1关开，乳的天舖向式还好。瓣好宅十燕部用動：辮好用•
；白开毛达，自开郸封叵：先式开•
mmOs： 皂效［•
mmOOES≥ 高：（ 中
败心）熟粒共两需、tRmmOZA＜ 宽。mm00d≥宽「1鼠单： 古","辐
塌
:
eel
lelgh*
ele
SHES
SoKee
卫
计
ay
SP
eB
BY
F
80.
BYE
*
HPN
Waly)
ed
Se
VES’
WHEE!
PH
REY
Ul
eels
WEUE*
VERY
slteeue’
LAST
Sou
hye)
BR<sy300um
AE
>
seal
<eoowm’
RIA
YOON)’
6A
RER
I?
SEMA
bMS
•8NOS大录重承辞向瓦个S，紳向瓦个S款安心X［单：绅嘲向瓦•
「1内嫩何只，°081至开叵。 氏意
主需加C1关开，乳的天舖向式还好。瓣好宅十燕部用動：辮好用•
；白开毛达，自开郸封叵：先式开•
mmOs： 皂效［•
mmOOES≥ 高：（ 中
败心）熟粒共两需、tRmmOZA＜ 宽。mm00d≥宽「1鼠单： 古","辐
塌
:
eel
lelgh*
ele
SHES
SoKee
卫
计
ay
SP
eB
BY
F
80.
BYE
*
HPN
Waly)
ed
Se
VES’
WHEE!
PH
REY
Ul
eels
WEUE*
VERY
slteeue’
LAST
Sou
hye)
BR<sy300um
AE
>
seal
<eoowm’
RIA
YOON)’
6A
RER
I?
SEMA
bMS
•8NOS大录重承辞向瓦个S，紳向瓦个S款安心X［单：绅嘲向瓦•
「1内嫩何只，°081至开叵。 氏意
主需加C1关开，乳的天舖向式还好。瓣好宅十燕部用動：辮好用•
；白开毛达，自开郸封叵：先式开•
mmOs： 皂效［•
mmOOES≥ 高：（ 中
败心）熟粒共两需、tRmmOZA＜ 宽。mm00d≥宽「1鼠单： 古",True,False,False,0.36,False,
187,p187-b03,body_text,"{""x"": 121, ""y"": 1453, ""w"": 247, ""h"": 71}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p187-b03.png,,£3461],［零,"£3461]
［零","£3461]
［零",False,False,False,0.0,False,
